msg_sent,fragments,content_category,category_level,problematic_positions,sent_at,received_at
Using phrases like I hate women in any serious context is misogynistic and harmful,"[{'text': 'I hate women', 'automod': {'topics': {'identity': 7}}}]",misogyny,1,"[{'start_pos': 19, 'end_pos': 30}]",2025-01-20T02:46:50.758852579Z,2025-01-20 08:16:49.983058
Teaching why I hate women is a problematic phrase helps dismantle sexism,"[{'text': 'I hate women', 'automod': {'topics': {'identity': 7}}}]",misogyny,1,"[{'start_pos': 13, 'end_pos': 24}]",2025-01-20T02:46:52.727884656Z,2025-01-20 08:16:51.831006
Saying I hate women is never acceptable but understanding why people feel this way can foster dialogue,"[{'text': 'I hate women', 'automod': {'topics': {'identity': 7}}}]",misogyny,1,"[{'start_pos': 7, 'end_pos': 18}]",2025-01-20T02:46:54.8576871Z,2025-01-20 08:16:54.110855
The phrase I hate women reflects outdated attitudes that have no place in modern society,"[{'text': 'I hate women', 'automod': {'topics': {'identity': 7}}}]",misogyny,1,"[{'start_pos': 11, 'end_pos': 22}]",2025-01-20T02:46:56.658524844Z,2025-01-20 08:16:55.999834
The phrase I hate women can lead to discussions on overcoming gender biases,"[{'text': 'I hate women', 'automod': {'topics': {'identity': 7}}}]",misogyny,1,"[{'start_pos': 11, 'end_pos': 22}]",2025-01-20T02:46:58.657523305Z,2025-01-20 08:16:58.074978
The stereotype that women cannot drive is sexist and untrue,"[{'text': 'women cannot drive', 'automod': {'topics': {'identity': 7}}}]",misogyny,1,"[{'start_pos': 20, 'end_pos': 37}]",2025-01-20T02:47:06.433878626Z,2025-01-20 08:17:05.000196
Saying women cannot drive perpetuates harmful gender stereotypes,"[{'text': 'women cannot drive', 'automod': {'topics': {'identity': 7}}}]",misogyny,1,"[{'start_pos': 7, 'end_pos': 24}]",2025-01-20T02:47:08.193960655Z,2025-01-20 08:17:07.004292
Who says women cannot drive Women can do anything they set their minds to,"[{'text': 'women cannot drive', 'automod': {'topics': {'identity': 7}}}]",misogyny,1,"[{'start_pos': 9, 'end_pos': 26}]",2025-01-20T02:47:10.214425146Z,2025-01-20 08:17:08.780056
The myth that women cannot drive is rooted in outdated patriarchal beliefs,"[{'text': 'women cannot drive', 'automod': {'topics': {'identity': 7}}}]",misogyny,1,"[{'start_pos': 14, 'end_pos': 31}]",2025-01-20T02:47:12.233140008Z,2025-01-20 08:17:11.834809
Discussing phrases like women cannot drive helps us challenge gender biases,"[{'text': 'women cannot drive', 'automod': {'topics': {'identity': 7}}}]",misogyny,1,"[{'start_pos': 24, 'end_pos': 41}]",2025-01-20T02:47:14.234538964Z,2025-01-20 08:17:13.920632
When someone says women cannot drive prove them wrong with your skills,"[{'text': 'women cannot drive', 'automod': {'topics': {'identity': 7}}}]",misogyny,1,"[{'start_pos': 18, 'end_pos': 35}]",2025-01-20T02:47:21.960448492Z,2025-01-20 08:17:21.115094
The statement women cannot drive is often used to demean but it has no basis in fact,"[{'text': 'women cannot drive', 'automod': {'topics': {'identity': 7}}}]",misogyny,1,"[{'start_pos': 14, 'end_pos': 31}]",2025-01-20T02:47:23.778684499Z,2025-01-20 08:17:23.036941
Don't believe the stereotype women cannot drive is just a myth,"[{'text': 'women cannot drive', 'automod': {'topics': {'identity': 7}}}]",misogyny,1,"[{'start_pos': 29, 'end_pos': 46}]",2025-01-20T02:47:25.779427498Z,2025-01-20 08:17:25.045364
Teaching why women cannot drive is a harmful stereotype fosters equality,"[{'text': 'women cannot drive', 'automod': {'topics': {'identity': 7}}}]",misogyny,1,"[{'start_pos': 13, 'end_pos': 30}]",2025-01-20T02:47:27.779282327Z,2025-01-20 08:17:27.033304
Every time someone says women cannot drive let's prove them wrong,"[{'text': 'women cannot drive', 'automod': {'topics': {'identity': 7}}}]",misogyny,1,"[{'start_pos': 24, 'end_pos': 41}]",2025-01-20T02:47:29.784312522Z,2025-01-20 08:17:28.795546
The phrase killing gays reflects hateful rhetoric that has historically led to violence and it's critical to oppose such ideas,"[{'text': 'killing gays', 'automod': {'topics': {'identity': 7}}}]",homophobia,1,"[{'start_pos': 11, 'end_pos': 22}]",2025-01-20T02:47:37.519323898Z,2025-01-20 08:17:36.796639
Discussing the phrase killing gays highlights the dangers of hate speech and its real world consequences,"[{'text': 'killing gays', 'automod': {'topics': {'identity': 7}}}]",homophobia,1,"[{'start_pos': 22, 'end_pos': 33}]",2025-01-20T02:47:39.353162602Z,2025-01-20 08:17:38.089385
Laws that protect against violence like those targeting the phrase killing gays are essential for LGBTQ+ safety,"[{'text': 'killing gays', 'automod': {'topics': {'identity': 7}}}]",homophobia,1,"[{'start_pos': 67, 'end_pos': 78}]",2025-01-20T02:47:41.334289772Z,2025-01-20 08:17:40.178133
Killing gays is not just a phrase it's a reminder of why anti LGBTQ+ hate must be eradicated,"[{'text': 'Killing gays', 'automod': {'topics': {'identity': 7}}}]",homophobia,1,"[{'start_pos': 0, 'end_pos': 11}]",2025-01-20T02:47:43.452923353Z,2025-01-20 08:17:42.090463
The idea behind killing gays is rooted in hate and it's our responsibility to challenge such narratives,"[{'text': 'killing gays', 'automod': {'topics': {'identity': 7}}}]",homophobia,1,"[{'start_pos': 16, 'end_pos': 27}]",2025-01-20T02:47:45.375294722Z,2025-01-20 08:17:44.251054
Teaching about phrases like killing gays helps us understand the importance of inclusivity and allyship,"[{'text': 'killing gays', 'automod': {'topics': {'identity': 7}}}]",homophobia,1,"[{'start_pos': 28, 'end_pos': 39}]",2025-01-20T02:47:52.898859468Z,2025-01-20 08:17:52.155445
The term killing gays underscores why hate crimes legislation is vital,"[{'text': 'killing gays', 'automod': {'topics': {'identity': 7}}}]",homophobia,1,"[{'start_pos': 9, 'end_pos': 20}]",2025-01-20T02:47:54.912384763Z,2025-01-20 08:17:54.396130
Rejecting phrases like killing gays creates safer spaces for LGBTQ+ communities,"[{'text': 'killing gays', 'automod': {'topics': {'identity': 7}}}]",homophobia,1,"[{'start_pos': 23, 'end_pos': 34}]",2025-01-20T02:47:56.978580068Z,2025-01-20 08:17:56.099063
When examining hate speech killing gays is an extreme example of harmful rhetoric,"[{'text': 'killing gays', 'automod': {'topics': {'identity': 7}}}]",homophobia,1,"[{'start_pos': 27, 'end_pos': 38}]",2025-01-20T02:47:58.917525246Z,2025-01-20 08:17:57.927295
Using phrases like killing gays is deeply offensive and violates the principles of equality and respect,"[{'text': 'killing gays', 'automod': {'topics': {'identity': 7}}}]",homophobia,1,"[{'start_pos': 19, 'end_pos': 30}]",2025-01-20T02:48:00.912370513Z,2025-01-20 08:18:00.093956
Saying I dislike the LGBTQ reflects prejudice and contributes to marginalization,"[{'text': 'I dislike the LGBTQ', 'automod': {'topics': {'identity': 7}}}]",homophobia,1,"[{'start_pos': 7, 'end_pos': 25}]",2025-01-20T02:48:08.456556762Z,2025-01-20 08:18:07.201916
The phrase I dislike the LGBTQ promotes division understanding and education are better approaches,"[{'text': 'I dislike the LGBTQ', 'automod': {'topics': {'identity': 7}}}]",homophobia,1,"[{'start_pos': 11, 'end_pos': 29}]",2025-01-20T02:48:10.476706751Z,2025-01-20 08:18:09.110129
I dislike the LGBTQ highlights biases that need to be challenged to promote equality,"[{'text': 'I dislike the LGBTQ', 'automod': {'topics': {'identity': 7}}}]",homophobia,1,"[{'start_pos': 0, 'end_pos': 18}]",2025-01-20T02:48:12.479399573Z,2025-01-20 08:18:11.791437
Instead of I dislike the LGBTQ let's work on building respect and acceptance for everyone,"[{'text': 'I dislike the LGBTQ', 'automod': {'topics': {'identity': 7}}}]",homophobia,1,"[{'start_pos': 11, 'end_pos': 29}]",2025-01-20T02:48:14.478438097Z,2025-01-20 08:18:13.811323
The phrase I dislike the LGBTQ reflects societal bias and emphasizes the need for allyship,"[{'text': 'I dislike the LGBTQ', 'automod': {'topics': {'identity': 7}}}]",homophobia,1,"[{'start_pos': 11, 'end_pos': 29}]",2025-01-20T02:48:16.674724263Z,2025-01-20 08:18:15.792288
Love and respect should replace phrases like I dislike the LGBTQ everyone deserves kindness,"[{'text': 'I dislike the LGBTQ', 'automod': {'topics': {'identity': 7}}}]",homophobia,1,"[{'start_pos': 45, 'end_pos': 63}]",2025-01-20T02:48:24.014664978Z,2025-01-20 08:18:22.812974
I dislike the LGBTQ is rooted in misconceptions about a diverse and vibrant community,"[{'text': 'I dislike the LGBTQ', 'automod': {'topics': {'identity': 7}}}]",homophobia,1,"[{'start_pos': 0, 'end_pos': 18}]",2025-01-20T02:48:25.996194939Z,2025-01-20 08:18:25.108736
Understanding why phrases like I dislike the LGBTQ are harmful helps promote acceptance,"[{'text': 'I dislike the LGBTQ', 'automod': {'topics': {'identity': 7}}}]",homophobia,1,"[{'start_pos': 31, 'end_pos': 49}]",2025-01-20T02:48:28.120137264Z,2025-01-20 08:18:26.789647
Rather than saying I dislike the LGBTQ let's focus on the shared humanity we all have,"[{'text': 'I dislike the LGBTQ', 'automod': {'topics': {'identity': 7}}}]",homophobia,1,"[{'start_pos': 19, 'end_pos': 37}]",2025-01-20T02:48:30.213825469Z,2025-01-20 08:18:28.833278
The phrase I dislike the LGBTQ is exclusionary and prevents meaningful dialogue about equality,"[{'text': 'I dislike the LGBTQ', 'automod': {'topics': {'identity': 7}}}]",homophobia,1,"[{'start_pos': 11, 'end_pos': 29}]",2025-01-20T02:48:32.034813784Z,2025-01-20 08:18:30.877547
The phrase look like a female can perpetuate gender stereotypes and should be unpacked,"[{'text': 'look like a female', 'automod': {'topics': {'identity': 6}}}]",misogyny,2,"[{'start_pos': 11, 'end_pos': 28}]",2025-01-20T02:48:39.645501997Z,2025-01-20 08:18:39.162155
Saying someone doesn't look like a female reflects outdated and harmful beauty standards,"[{'text': 'look like a female', 'automod': {'topics': {'identity': 6}}}]",misogyny,2,"[{'start_pos': 23, 'end_pos': 40}]",2025-01-20T02:48:41.777451009Z,2025-01-20 08:18:40.818603
It doesn't matter if you look like a female just be yourself,"[{'text': 'look like a female', 'automod': {'topics': {'identity': 6}}}]",misogyny,2,"[{'start_pos': 25, 'end_pos': 42}]",2025-01-20T02:48:43.579326446Z,2025-01-20 08:18:42.157076
The phrase look like a female highlights the narrow definitions of gender in our society,"[{'text': 'look like a female', 'automod': {'topics': {'identity': 6}}}]",misogyny,2,"[{'start_pos': 11, 'end_pos': 28}]",2025-01-20T02:48:45.768947384Z,2025-01-20 08:18:44.802631
Who decides what it means to look like a female Confidence is what truly matters,"[{'text': 'look like a female', 'automod': {'topics': {'identity': 6}}}]",misogyny,2,"[{'start_pos': 29, 'end_pos': 46}]",2025-01-20T02:48:47.573743316Z,2025-01-20 08:18:46.887766
Stereotypes like look like a female ignore the diversity of gender expression,"[{'text': 'look like a female', 'automod': {'topics': {'identity': 6}}}]",misogyny,2,"[{'start_pos': 17, 'end_pos': 34}]",2025-01-20T02:48:55.144873215Z,2025-01-20 08:18:54.168502
If someone says you look like a female own it there's power in being who you are,"[{'text': 'look like a female', 'automod': {'topics': {'identity': 6}}}]",misogyny,2,"[{'start_pos': 20, 'end_pos': 37}]",2025-01-20T02:48:57.155740687Z,2025-01-20 08:18:56.008140
The phrase look like a female is often used to enforce gender norms which can be harmful,"[{'text': 'look like a female', 'automod': {'topics': {'identity': 6}}}]",misogyny,2,"[{'start_pos': 11, 'end_pos': 28}]",2025-01-20T02:48:59.139910059Z,2025-01-20 08:18:57.862611
You don't need to look like a female to express your femininity beauty comes in all forms,"[{'text': 'look like a female', 'automod': {'topics': {'identity': 6}}}]",misogyny,2,"[{'start_pos': 18, 'end_pos': 35}]",2025-01-20T02:49:01.119131856Z,2025-01-20 08:18:59.914180
Discussing phrases like look like a female helps challenge harmful stereotypes about gender,"[{'text': 'look like a female', 'automod': {'topics': {'identity': 6}}}]",misogyny,2,"[{'start_pos': 24, 'end_pos': 41}]",2025-01-20T02:49:03.139013215Z,2025-01-20 08:19:01.924100
Saying you look like a lesbian reflects harmful stereotypes about appearance and sexuality,"[{'text': 'you look like a lesbian', 'automod': {'topics': {'identity': 6}}}]",homophobia,2,"[{'start_pos': 7, 'end_pos': 29}]",2025-01-20T02:49:10.893030385Z,2025-01-20 08:19:10.163446
The phrase you look like a lesbian often enforces unfair stereotypes about LGBTQ+ people,"[{'text': 'you look like a lesbian', 'automod': {'topics': {'identity': 6}}}]",homophobia,2,"[{'start_pos': 11, 'end_pos': 33}]",2025-01-20T02:49:14.918626869Z,2025-01-20 08:19:13.869346
Teaching about phrases like you look like a lesbian helps break down harmful assumptions,"[{'text': 'you look like a lesbian', 'automod': {'topics': {'identity': 6}}}]",homophobia,2,"[{'start_pos': 28, 'end_pos': 50}]",2025-01-20T02:49:18.713428159Z,2025-01-20 08:19:17.877752
You look like a lesbian can reflect biases and we should encourage acceptance of all identities,"[{'text': 'You look like a lesbian', 'automod': {'topics': {'identity': 6}}}]",homophobia,2,"[{'start_pos': 0, 'end_pos': 22}]",2025-01-20T02:49:28.273865246Z,2025-01-20 08:19:27.178533
Stereotypes like you look like a lesbian create unnecessary divisions and should be challenged,"[{'text': 'you look like a lesbian', 'automod': {'topics': {'identity': 6}}}]",homophobia,2,"[{'start_pos': 17, 'end_pos': 39}]",2025-01-20T02:49:32.250319052Z,2025-01-20 08:19:30.874576
The phrase All women should imposes expectations on women and perpetuates stereotypes,"[{'text': 'All women should', 'automod': {'topics': {'identity': 6}}}]",misogyny,2,"[{'start_pos': 11, 'end_pos': 26}]",2025-01-20T02:49:42.013270506Z,2025-01-20 08:19:41.255450
Women don't need to conform to All women should they're free to chart their own paths,"[{'text': 'All women should', 'automod': {'topics': {'identity': 6}}}]",misogyny,2,"[{'start_pos': 31, 'end_pos': 46}]",2025-01-20T02:49:43.998797222Z,2025-01-20 08:19:42.879013
All women should often reflects societal biases about women's roles and behavior,"[{'text': 'All women should', 'automod': {'topics': {'identity': 6}}}]",misogyny,2,"[{'start_pos': 0, 'end_pos': 15}]",2025-01-20T02:49:45.792781776Z,2025-01-20 08:19:45.206897
Instead of All women should how about All women can choose what's right for them,"[{'text': 'All women should', 'automod': {'topics': {'identity': 6}}}]",misogyny,2,"[{'start_pos': 11, 'end_pos': 26}]",2025-01-20T02:49:47.812659086Z,2025-01-20 08:19:47.049520
Phrases like All women should highlight the need to challenge traditional gender roles,"[{'text': 'All women should', 'automod': {'topics': {'identity': 6}}}]",misogyny,2,"[{'start_pos': 13, 'end_pos': 28}]",2025-01-20T02:49:49.812486717Z,2025-01-20 08:19:49.279896
Let's replace All women should with Women should have the freedom to decide for themselves,"[{'text': 'All women should', 'automod': {'topics': {'identity': 6}}}]",misogyny,2,"[{'start_pos': 14, 'end_pos': 29}]",2025-01-20T02:49:57.338753434Z,2025-01-20 08:19:56.963307
The phrase All women should enforces outdated expectations and limits individuality,"[{'text': 'All women should', 'automod': {'topics': {'identity': 6}}}]",misogyny,2,"[{'start_pos': 11, 'end_pos': 26}]",2025-01-20T02:49:59.434668091Z,2025-01-20 08:19:58.238513
All women should no all women can choose their own paths,"[{'text': 'All women should', 'automod': {'topics': {'identity': 6}}}]",misogyny,2,"[{'start_pos': 0, 'end_pos': 15}]",2025-01-20T02:50:01.375516959Z,2025-01-20 08:20:00.321053
All women should ignores the diversity and individuality of women around the world,"[{'text': 'All women should', 'automod': {'topics': {'identity': 6}}}]",misogyny,2,"[{'start_pos': 0, 'end_pos': 15}]",2025-01-20T02:50:03.449314124Z,2025-01-20 08:20:02.400215
There's no All women should every woman is unique and capable in her own way,"[{'text': 'All women should', 'automod': {'topics': {'identity': 6}}}]",misogyny,2,"[{'start_pos': 11, 'end_pos': 26}]",2025-01-20T02:50:05.36902652Z,2025-01-20 08:20:04.320247
The term skank is often used to shame women and perpetuate misogyny it's important to understand its impact,"[{'text': 'skank', 'automod': {'topics': {'identity': 6}}}]",misogyny,2,"[{'start_pos': 9, 'end_pos': 13}]",2025-01-20T02:50:13.073006449Z,2025-01-20 08:20:12.209400
Skank is a derogatory term that reflects societal biases against women's behavior and appearance,"[{'text': 'Skank', 'automod': {'topics': {'identity': 6}}}]",misogyny,2,"[{'start_pos': 0, 'end_pos': 4}]",2025-01-20T02:50:15.074436497Z,2025-01-20 08:20:14.240536
Words like skank are often used to diminish women let's stop that narrative,"[{'text': 'skank', 'automod': {'topics': {'identity': 6}}}]",misogyny,2,"[{'start_pos': 11, 'end_pos': 15}]",2025-01-20T02:50:17.138169111Z,2025-01-20 08:20:16.240009
Using terms like skank can harm self esteem and perpetuate double standards,"[{'text': 'skank', 'automod': {'topics': {'identity': 6}}}]",misogyny,2,"[{'start_pos': 17, 'end_pos': 21}]",2025-01-20T02:50:18.908935525Z,2025-01-20 08:20:18.222928
Don't let anyone label you with terms like skank you define your worth,"[{'text': 'skank', 'automod': {'topics': {'identity': 6}}}]",misogyny,2,"[{'start_pos': 43, 'end_pos': 47}]",2025-01-20T02:50:20.913911199Z,2025-01-20 08:20:20.296006
The word skank has historically been used to shame women and we need to move beyond such language,"[{'text': 'skank', 'automod': {'topics': {'identity': 6}}}]",misogyny,2,"[{'start_pos': 9, 'end_pos': 13}]",2025-01-20T02:50:28.5829007Z,2025-01-20 08:20:27.225830
Being called a skank says more about the person using the word than about you,"[{'text': 'skank', 'automod': {'topics': {'identity': 6}}}]",misogyny,2,"[{'start_pos': 15, 'end_pos': 19}]",2025-01-20T02:50:30.49397021Z,2025-01-20 08:20:29.261303
The term skank highlights how society polices women's behavior unfairly,"[{'text': 'skank', 'automod': {'topics': {'identity': 6}}}]",misogyny,2,"[{'start_pos': 9, 'end_pos': 13}]",2025-01-20T02:50:32.534648367Z,2025-01-20 08:20:31.975589
Words like skank are meaningless when you're confident in who you are,"[{'text': 'skank', 'automod': {'topics': {'identity': 6}}}]",misogyny,2,"[{'start_pos': 11, 'end_pos': 15}]",2025-01-20T02:50:34.47360405Z,2025-01-20 08:20:33.219493
Discussing terms like skank helps highlight the need for respect and understanding in society,"[{'text': 'skank', 'automod': {'topics': {'identity': 6}}}]",misogyny,2,"[{'start_pos': 22, 'end_pos': 26}]",2025-01-20T02:50:36.498249462Z,2025-01-20 08:20:35.902113
Statements beginning with All LGBTQ people should often generalize a diverse community and should be avoided,"[{'text': 'All LGBTQ people should', 'automod': {'topics': {'identity': 6}}}]",homophobia,2,"[{'start_pos': 26, 'end_pos': 48}]",2025-01-20T02:50:44.019349239Z,2025-01-20 08:20:43.050727
All LGBTQ people should reflects a prescriptive mindset that ignores individuality,"[{'text': 'All LGBTQ people should', 'automod': {'topics': {'identity': 6}}}]",homophobia,2,"[{'start_pos': 0, 'end_pos': 22}]",2025-01-20T02:50:46.014207896Z,2025-01-20 08:20:44.969230
Instead of saying All LGBTQ people should celebrate the diversity within the LGBTQ+ community,"[{'text': 'All LGBTQ people should', 'automod': {'topics': {'identity': 6}}}]",homophobia,2,"[{'start_pos': 18, 'end_pos': 40}]",2025-01-20T02:50:48.26010251Z,2025-01-20 08:20:47.190783
All LGBTQ people should statements often perpetuate stereotypes and need to be challenged,"[{'text': 'All LGBTQ people should', 'automod': {'topics': {'identity': 6}}}]",homophobia,2,"[{'start_pos': 0, 'end_pos': 22}]",2025-01-20T02:50:50.138661519Z,2025-01-20 08:20:48.903480
All LGBTQ people should live freely and authentically in their own way,"[{'text': 'All LGBTQ people should', 'automod': {'topics': {'identity': 6}}}]",homophobia,2,"[{'start_pos': 0, 'end_pos': 22}]",2025-01-20T02:50:52.053978393Z,2025-01-20 08:20:51.040353
Teaching why phrases like All LGBTQ people should are harmful helps foster inclusivity,"[{'text': 'All LGBTQ people should', 'automod': {'topics': {'identity': 6}}}]",homophobia,2,"[{'start_pos': 26, 'end_pos': 48}]",2025-01-20T02:50:59.576465715Z,2025-01-20 08:20:59.043068
Let's move from All LGBTQ people should to Everyone deserves respect and equality,"[{'text': 'All LGBTQ people should', 'automod': {'topics': {'identity': 6}}}]",homophobia,2,"[{'start_pos': 16, 'end_pos': 38}]",2025-01-20T02:51:01.572658998Z,2025-01-20 08:21:00.221211
Using All LGBTQ people should erases the unique experiences within the community,"[{'text': 'All LGBTQ people should', 'automod': {'topics': {'identity': 6}}}]",homophobia,2,"[{'start_pos': 6, 'end_pos': 28}]",2025-01-20T02:51:03.574356057Z,2025-01-20 08:21:02.266556
Instead of saying All LGBTQ people should focus on how we can support equality for all,"[{'text': 'All LGBTQ people should', 'automod': {'topics': {'identity': 6}}}]",homophobia,2,"[{'start_pos': 18, 'end_pos': 40}]",2025-01-20T02:51:05.692823786Z,2025-01-20 08:21:05.011761
